procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 109125136   4188 12993860    0    0 119680 948244 21630 39535  5  7 83  4  1 2025-12-29 18:32:53
 1  1      0 109071608   4188 13048308    0    0 27392 1462268 7564 9851  2  5 71  6 17 2025-12-29 18:32:54
 0  2      0 109026272   4188 13092692    0    0 21888 1280000 6277 7612  2  5 70  7 17 2025-12-29 18:32:55
 1  0      0 108988040   4188 13131644    0    0 19968 997156 6392 7269  1  4 68  6 20 2025-12-29 18:32:56
 2  0      0 108723120   4188 13394972    0    0 130944     0 21385 38989  6  6 87  0  2 2025-12-29 18:32:57
 1  0      0 108435760   4188 13682800    0    0 143488     0 23122 41164  6  7 87  0  0 2025-12-29 18:32:58
 1  0      0 108110000   4188 14008880    0    0 162944   855 26039 52083  6  5 88  0  0 2025-12-29 18:32:59
 1  0      0 107802752   4188 14315912    0    0 153088     0 27446 53313  6  6 88  0  0 2025-12-29 18:33:00
 2  0      0 107489264   4188 14625644    0    0 154368     0 26071 49179  7  6 87  0  0 2025-12-29 18:33:01
 1  0      0 107251904   4188 14866108    0    0 120064     0 22201 40540  5  6 82  0  6 2025-12-29 18:33:02
 1  0      0 106939320   4188 15170556    0    0 151808     0 24698 47397  6  6 87  0  0 2025-12-29 18:33:03
 1  0      0 106667576   4188 15450392    0    0 139648     0 22180 39377  6  7 87  0  0 2025-12-29 18:33:04
 1  0      0 106384560   4188 15733532    0    0 141184     0 21867 39327  6  6 88  0  0 2025-12-29 18:33:05
 2  0      0 106107496   4188 16010484    0    0 120064     0 19724 35387  6  5 88  0  0 2025-12-29 18:33:06
 1  0      0 105791784   4188 16326220    0    0 136064     0 21719 46008  7  4 89  0  0 2025-12-29 18:33:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 105452672   4188 16665616    0    0 169344     0 23682 55740  7  5 88  0  0 2025-12-29 18:33:08
 2  0      0 105147936   4188 16970368    0    0 152064     0 27051 50732  6  6 88  0  0 2025-12-29 18:33:09
 2  1      0 104805600   4188 17312496    0    0 170752     0 25120 51464  6  4 89  0  0 2025-12-29 18:33:10
 1  0      0 104464264   4188 17652632    0    0 169472     0 24805 50001  7  4 89  1  0 2025-12-29 18:33:11
 1  0      0 104183680   4188 17934228    0    0 82048     0 16783 31531  7  3 89  0  0 2025-12-29 18:33:12
 1  1      0 103951120   4188 18166328    0    0 28800     0 11202 19906  8  2 90  0  0 2025-12-29 18:33:13
 2  0      0 103707184   4188 18403168    0    0 34432     0 13366 22262  7  3 89  0  0 2025-12-29 18:33:14
 2  0      0 103476384   4188 18641852    0    0 88464     0 18840 34224  7  5 88  0  0 2025-12-29 18:33:15
 2  0      0 103231952   4188 18885600    0    0 117248     0 20188 37337  6  5 89  0  0 2025-12-29 18:33:16
 1  0      0 102980168   4188 19137480    0    0 115712     4 19077 34248  6  5 88  0  0 2025-12-29 18:33:17
 4  0      0 102730816   4188 19386912    0    0 117888     0 18862 33556  6  5 88  0  0 2025-12-29 18:33:18
 2  0      0 102471400   4188 19646396    0    0 126592     0 19878 34932  6  6 88  0  0 2025-12-29 18:33:19
 2  0      0 102213824   4188 19904228    0    0 120320     0 21138 37942  6  6 88  0  0 2025-12-29 18:33:20
 1  0      0 101990352   4188 20127520    0    0 62848     0 13889 24063  7  4 89  0  0 2025-12-29 18:33:21
 1  0      0 101773432   4188 20343860    0    0 55936   160 13404 22615  7  4 89  0  0 2025-12-29 18:33:22
 1  0      0 101564768   4188 20552724    0    0 54784     0 12872 21707  7  4 89  0  0 2025-12-29 18:33:23
 1  0      0 101308600   4188 20808668    0    0 114432     0 18513 33954  6  5 89  0  0 2025-12-29 18:33:24
 1  0      0 101015392   4188 21094260    0    0 133760     0 21365 42577  7  4 89  0  0 2025-12-29 18:33:25
 1  0      0 100773400   4188 21344140    0    0 116864     0 21091 39656  6  5 88  0  0 2025-12-29 18:33:26
 3  0      0 100518576   4188 21598000    0    0 122624 342032 21944 41907  6  6 87  2  0 2025-12-29 18:33:27
 1  0      0 100387152   4188 21731380    0    0 64640 940088 12762 21784  3  5 81  5  6 2025-12-29 18:33:28
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 100124064   4188 21993876    0    0 121984   129 20840 38233  6  5 88  0  0 2025-12-29 18:33:29
 1  0      0 99906000   4188 22212020    0    0 59264     0 14239 24693  7  4 89  0  0 2025-12-29 18:33:30
 2  0      0 99693040   4188 22424740    0    0 55040     0 14428 25436  7  4 89  0  0 2025-12-29 18:33:31
 1  0      0 99486376   4188 22631600    0    0 54144     0 13485 23215  7  4 89  0  0 2025-12-29 18:33:32
 1  0      0 99168112   4188 22834728    0    0 87936    16 18101 32233 11  5 78  0  6 2025-12-29 18:33:33
 2  0      0 98907760   4188 23094464    0    0 124160     0 21190 40461  6  5 88  0  0 2025-12-29 18:33:34
 1  0      0 98635968   4188 23367164    0    0 129152     0 21230 40649  7  5 88  0  0 2025-12-29 18:33:35
 1  1      0 98364992   4188 23629272    0    0 127232     0 20920 35894  6  6 88  0  0 2025-12-29 18:33:36
 3  0      0 98101792   4188 23901088    0    0 132096     0 21181 38739  6  5 88  0  0 2025-12-29 18:33:37
 1  0      0 97852328   4188 24149464    0    0 116992     0 18918 33463  7  5 88  0  0 2025-12-29 18:33:38
 1  0      0 97684424   4188 24317192    0    0 79872 1013556 15143 27758  4  5 82  3  6 2025-12-29 18:33:39
 2  0      0 97442848   4188 24558036    0    0 80128     0 16442 32170  7  4 89  0  0 2025-12-29 18:33:40
 1  0      0 97218576   4188 24782780    0    0 54784     0 13503 24717  8  3 89  0  0 2025-12-29 18:33:41
 1  0      0 96978304   4188 25023352    0    0 87808     0 17954 32719  8  4 88  0  0 2025-12-29 18:33:42
 2  0      0 96764112   4188 25237060    0    0 51968     0 14178 25021  7  4 89  0  0 2025-12-29 18:33:43
 2  0      0 96558528   4188 25442704    0    0 78592 597988 16563 29839  6  5 87  1  1 2025-12-29 18:33:44
 2  0      0 96349528   4188 25651468    0    0 56320     0 13827 23904  7  3 89  0  0 2025-12-29 18:33:45
 1  0      0 96131664   4188 25869724    0    0 56320     0 15151 29007  7  3 90  0  0 2025-12-29 18:33:46
 1  0      0 95895872   4188 26097680    0    0 54272     0 14401 26760  8  3 89  0  0 2025-12-29 18:33:47
 1  0      0 95636696   4188 26363760    0    0 118016     0 21640 44729  7  5 88  0  0 2025-12-29 18:33:48
 1  0      0 95381296   4188 26619280    0    0 121472     0 19088 39680  6  4 88  0  1 2025-12-29 18:33:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  2      0 95199216   4188 26800532    0    0 85760 1257432 14818 27085  4  4 78  4  9 2025-12-29 18:33:50
 1  0      0 94947328   4188 27051624    0    0 121088 55564 19348 41558  6  5 87  1  2 2025-12-29 18:33:51
 2  0      0 94688992   4188 27309024    0    0 125952     0 23096 42408  6  6 88  0  0 2025-12-29 18:33:52
 1  0      0 94416760   4188 27582844    0    0 129152     0 21259 41046  7  5 88  0  0 2025-12-29 18:33:53
 1  0      0 94136160   4188 27862436    0    0 122496     0 18670 37177  7  4 89  0  0 2025-12-29 18:33:54
 1  0      0 93935488   4188 28063376    0    0 64384     0 13035 23731  6  3 87  0  4 2025-12-29 18:33:55
 2  1      0 93883328   4188 28229616    0    0 39808 1054884 11349 18931  6  4 81  3  6 2025-12-29 18:33:56
 1  0      0 93700544   4188 28411620    0    0 72576 177224 15653 27341  5  4 84  1  5 2025-12-29 18:33:57
 1  0      0 93479824   4188 28625556    0    0 53760     0 14096 24419  7  4 89  0  0 2025-12-29 18:33:58
 1  0      0 93262528   4188 28850776    0    0 79872   568 16616 29771  7  4 89  0  0 2025-12-29 18:33:59
 1  0      0 93058704   4188 29054568    0    0 55808     0 13065 23611  7  4 89  0  0 2025-12-29 18:34:00
 0  0      0 92862080   4188 29252292    0    0 49536     0 12227 21200  7  4 89  0  1 2025-12-29 18:34:01
 1  0      0 92671920   4188 29441884    0    0 49536    12 12043 20034  6  3 88  0  2 2025-12-29 18:34:02
 1  0      0 92453968   4188 29659880    0    0 51200     0 12914 21596  7  3 90  0  0 2025-12-29 18:34:03
 1  0      0 92253936   4188 29859676    0    0 54784     0 13887 23067  7  4 89  0  0 2025-12-29 18:34:04
 1  0      0 91994736   4188 30119308    0    0 40320     0 13517 23071  8  3 89  0  0 2025-12-29 18:34:05
 1  0      0 91699456   4188 30413816    0    0 29440     0 13487 23171  8  3 89  0  0 2025-12-29 18:34:06
 0  2      0 91445888   4188 30667656    0    0 35456 854732 13929 22682  7  5 87  1  0 2025-12-29 18:34:07
 2  0      0 91398800   4188 30714900    0    0 14592 1288700 5461 6657  2  4 73  5 16 2025-12-29 18:34:08
 1  0      0 91205048   4188 30900204    0    0 55808     0 12974 23485  7  3 88  0  3 2025-12-29 18:34:09
 2  0      0 91014256   4188 31099180    0    0 60032     0 14161 24967  7  3 89  0  0 2025-12-29 18:34:10
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 90791928   4188 31321912    0    0 46208     0 13262 23046  7  4 89  0  0 2025-12-29 18:34:11
 1  0      0 90528952   4188 31584608    0    0 46720     0 13773 25821  7  4 89  0  0 2025-12-29 18:34:12
 2  0      0 90337920   4188 31775608    0    0 34816     0 10947 19712  6  3 88  0  3 2025-12-29 18:34:13
 2  0      0 90079280   4188 32034020    0    0 41856     0 14316 25757  7  3 89  0  0 2025-12-29 18:34:14
 1  0      0 89866592   4188 32245892    0    0 54656     0 14165 25949  7  3 89  0  0 2025-12-29 18:34:15
 1  0      0 89588336   4188 32523652    0    0 33280     0 13461 23782  7  3 89  0  0 2025-12-29 18:34:16
 1  0      0 89295552   4188 32816448    0    0 26112     0 14177 24671  7  3 89  0  0 2025-12-29 18:34:17
 1  0      0 89016112   4188 33096196    0    0 30080     0 13209 23882  7  3 90  0  0 2025-12-29 18:34:18
 1  1      0 88926336   4188 33185468    0    0 26880 1878016 9265 11928  4  5 75  7  9 2025-12-29 18:34:19
 2  0      0 88788216   4188 33316652    0    0 39168 265408 9853 16730  5  3 83  1  8 2025-12-29 18:34:20
 1  0      0 88586096   4188 33526452    0    0 62208     0 14426 27650  8  2 90  0  0 2025-12-29 18:34:21
 1  0      0 88369216   4188 33743484    0    0 58240     0 13872 25853  7  3 90  0  0 2025-12-29 18:34:22
 1  0      0 88120832   4188 33991900    0    0 40192     0 12960 22509  7  3 89  0  0 2025-12-29 18:34:23
 2  0      0 87880608   4188 34231524    0    0 38272     0 12973 22061  7  4 89  0  1 2025-12-29 18:34:24
 2  0      0 87650672   4188 34461860    0    0 114304     0 18471 33659  5  5 87  0  3 2025-12-29 18:34:25
 3  0      0 87356912   4188 34755568    0    0 146560     0 23184 43315  6  7 87  0  0 2025-12-29 18:34:26
 1  0      0 87024576   4188 35087628    0    0 165760     0 23643 47941  6  5 88  1  0 2025-12-29 18:34:27
 1  0      0 86754328   4188 35358412    0    0 116352     0 22015 41695  6  5 88  0  0 2025-12-29 18:34:28
 2  0      0 86494440   4188 35617856    0    0 125440   400 23592 43899  6  5 88  0  0 2025-12-29 18:34:29
 1  0      0 86192128   4188 35920428    0    0 37120   148 15041 27697  7  3 89  0  0 2025-12-29 18:34:30
 1  0      0 85895680   4188 36208880    0    0 33792     0 14270 26488  8  3 89  0  0 2025-12-29 18:34:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 85693928   4188 36418848    0    0 58880     0 13879 27099  7  3 90  0  0 2025-12-29 18:34:32
 1  0      0 85451576   4188 36661508    0    0 47104     0 13375 26350  8  2 90  0  0 2025-12-29 18:34:33
 1  0      0 85212128   4188 36900416    0    0 48896     0 12874 25493  8  2 90  0  0 2025-12-29 18:34:34
 2  0      0 84991424   4188 37120480    0    0 68480 248256 14527 28937  8  3 89  1  0 2025-12-29 18:34:35
 2  1      0 84907816   4188 37203372    0    0 17536 1652740 7033 9791  3  5 75  7 10 2025-12-29 18:34:36
 3  0      0 84851144   4188 37259860    0    0 13952 1352412 7495 8106  3  5 68  5 19 2025-12-29 18:34:37
 2  1      0 84810368   4188 37302016    0    0 10240 1404204 5523 5313  2  5 71  5 18 2025-12-29 18:34:38
 1  0      0 84707632   4188 37405220    0    0 21376 1188824 8173 11562  3  4 77  5 10 2025-12-29 18:34:39
 1  0      0 84467888   4188 37644708    0    0 46080     0 13843 24461  7  3 90  0  0 2025-12-29 18:34:40
 2  0      0 84243712   4188 37868876    0    0 50688     0 12959 22291  7  3 89  0  0 2025-12-29 18:34:41
 1  0      0 84021288   4188 38083068    0    0 51328     0 13342 22211  7  3 90  0  0 2025-12-29 18:34:42
 1  0      0 83807040   4188 38305396    0    0 47232     0 12704 22315  8  3 90  0  0 2025-12-29 18:34:43
 2  0      0 83682576   4188 38430488    0    0 39424     0 8976 16177  5  2 87  0  6 2025-12-29 18:34:44
 1  0      0 83430128   4188 38682864    0    0 72960     0 15646 32497  7  3 89  0  0 2025-12-29 18:34:45
 1  0      0 83198368   4188 38914412    0    0 56064     0 13610 26581  7  3 89  0  0 2025-12-29 18:34:46
 1  0      0 82950360   4188 39162352    0    0 75776     0 16753 34682  7  4 89  0  0 2025-12-29 18:34:47
 1  0      0 82679904   4188 39432508    0    0 81664     0 18559 36756  7  4 89  0  0 2025-12-29 18:34:48
 1  0      0 82436864   4188 39675372    0    0 49920     0 13654 24791  7  3 89  0  0 2025-12-29 18:34:49
 1  0      0 82209200   4188 39903044    0    0 55680     8 13572 24561  7  3 89  0  0 2025-12-29 18:34:50
 1  0      0 81987792   4188 40124800    0    0 63104     0 13621 25522  7  3 89  0  0 2025-12-29 18:34:51
 1  0      0 81760800   4188 40351752    0    0 62720     0 14010 26112  7  3 89  0  0 2025-12-29 18:34:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 81505512   4188 40598544    0    0 81152     0 16307 30572  7  3 89  0  0 2025-12-29 18:34:53
 1  0      0 81243816   4188 40868780    0    0 40960     0 15021 27734  8  3 90  0  0 2025-12-29 18:34:54
 1  0      0 80964056   4188 41148232    0    0 97664     0 20970 43675  7  4 89  0  0 2025-12-29 18:34:55
 1  0      0 80712272   4188 41400112    0    0 54656     0 13698 25590  8  2 90  0  0 2025-12-29 18:34:56
 2  0      0 80469224   4188 41643204    0    0 53888     0 13387 24557  8  2 90  0  0 2025-12-29 18:34:57
 2  0      0 80191968   4188 41920824    0    0 100864     0 17744 33416  7  3 89  0  0 2025-12-29 18:34:58
 2  0      0 79924768   4188 42187620    0    0 105472   204 19365 35357  7  4 89  0  0 2025-12-29 18:34:59
 1  0      0 79655024   4188 42457652    0    0 44416     0 13936 25143  8  3 89  0  0 2025-12-29 18:35:00
 1  0      0 79429680   4188 42683276    0    0 48384     0 14082 24800  7  3 89  0  0 2025-12-29 18:35:01
 1  0      0 79207808   4188 42904160    0    0 48896     0 13859 23881  7  4 89  0  0 2025-12-29 18:35:02
 1  0      0 78984528   4188 43128480    0    0 46976     0 12797 22420  7  4 89  0  0 2025-12-29 18:35:03
 3  0      0 78723744   4188 43380772    0    0 37504     0 13844 24156  7  4 89  0  0 2025-12-29 18:35:04
 1  0      0 78501056   4188 43612124    0    0 56576   164 14968 26557  7  3 89  0  0 2025-12-29 18:35:05
 1  0      0 78243024   4188 43869832    0    0 45312     0 13818 25026  7  4 89  0  0 2025-12-29 18:35:06
 2  0      0 78000728   4188 44111976    0    0 42368     0 13652 23753  7  3 89  0  0 2025-12-29 18:35:07
 1  0      0 77782624   4188 44330348    0    0 51840     0 12988 22439  7  4 89  0  0 2025-12-29 18:35:08
 3  0      0 77559928   4188 44553676    0    0 51840     0 13287 24804  7  3 89  0  0 2025-12-29 18:35:09
 1  1      0 77338512   4188 44771352    0    0 49408 591876 13692 24365  7  4 86  3  0 2025-12-29 18:35:10
 2  0      0 77231784   4188 44880640    0    0 25472 632576 7937 12446  4  3 78  6  9 2025-12-29 18:35:11
 1  0      0 77020848   4188 45091928    0    0 58112     0 13311 22919  7  4 89  0  0 2025-12-29 18:35:12
 1  0      0 76795488   4188 45317608    0    0 59648     0 13934 23902  7  4 89  0  0 2025-12-29 18:35:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 76577360   4188 45535232    0    0 53504     0 13023 22388  7  3 90  0  0 2025-12-29 18:35:14
 2  0      0 76338000   4188 45766752    0    0 48256     0 13798 23440  7  4 89  0  0 2025-12-29 18:35:15
 1  0      0 76162504   4188 45950152    0    0 44160     8 11706 19938  6  3 88  0  2 2025-12-29 18:35:16
 1  0      0 75897184   4188 46215508    0    0 39680     0 14249 25149  8  3 89  0  0 2025-12-29 18:35:17
 1  0      0 75629936   4188 46482284    0    0 39168     0 13923 25124  8  3 89  0  0 2025-12-29 18:35:18
 1  0      0 75420496   4188 46691568    0    0 56832     0 14518 26361  7  4 89  0  0 2025-12-29 18:35:19
 1  0      0 75197120   4188 46915044    0    0 53248     0 13100 25681  7  4 89  0  0 2025-12-29 18:35:20
 3  1      0 74980816   4188 47130708    0    0 59392 88064 13940 26129  8  3 89  0  0 2025-12-29 18:35:21
 1  0      0 74856368   4188 47256484    0    0 32256 898900 9262 14596  4  4 80  3  8 2025-12-29 18:35:22
 1  0      0 74630344   4188 47482504    0    0 63488     0 15893 28899  7  4 89  0  0 2025-12-29 18:35:23
